ID,Program category,University,Program,Degree,Major/Specialization,Academic or Professional,School/Department/College,Program link,Contact information,Description,Length,Career,Faculty,Enrolling semester,Application deadline,Application fee,Application material,Required tests,English requirement,Application review procedures,Admission decision timeline,Acceptance rate,Attendance rate of admitted students,# of students enroll per year,% of International students,% of Chinese students,Average GPA,Average/Desirable GRE,Undergraduate institutions represented by Chinese students,Tuition & fees,Books & Supplies,Living cost,Scholarships & Financial aid,Year of Founded,Public/Private,Enrollment,Location,Setting
84,Communication,New York University,"PhD in Media, Culture and Communication",PhD,Communication,Academic,"Steinhardt School of Culture, Education and Human Development - Department of Media, Culture and Communication",http://steinhardt.nyu.edu/mcc/doctoral/,mcc.phd.admissions@nyu.edu,关于文化与媒体的跨学科研究。研究方向包括：Global and Transcultural Studies; Technology and Society; Visual Culture and Cultural Studies; Persuasion and Politics; Interaction and Social Processes.学生能够展示在以上方面的学术发现，并运用良好的口头及书面表达相关方向的批判性思维，并在某一方向中在现有理论的基础上开展独立研究。相对于同专业的MA，研究更为广泛和深入。,5 Years,,,Fall,1-Feb,$75,Resume or CV; Statement of Purpose; Letters of recommendation (3); A copy of Master's thesis or comparable evidence of sustained intellectual inquiry/writing ,GRE ,"iBT, no minimum requirement, preferrable 100",Review at one time,Admission decisions are released in late-February/early-March,25.00%,,6 (2014),30.0%,,School don't track,"Verbal-160, Writing-4.5",,"$28,400","$1,200","$20,000",Fundings are available.,1831,Private,"50,917 (2012)","New York, NY",Urban
85,Communication,North Dakota State University,Communication,M.A./M.S.,Communication,Academic,Department of Communication,http://www.ndsu.edu/communication/masters_program/,"Dr. Amy O'Connor, Director of Graduate Studies, Amy.Oconnor@ndsu.edu",Qualitative and Quantitative research directions,,,,Fall,1-Mar,,Related undergraduate major,GRE ,"iBT, minimum 100 for general admission, minimum 114 for TA applicants",Rolling basis,,,,,,,Minimum 3.25,Total-300,,"$19,000","$1,600","$16,000",Assistantships available,1890,Public,,"Fargo, ND",Urban
86,Communication,North Dakota State University,Communication,PhD,Communication,Academic,Department of Communication,http://www.ndsu.edu/communication/phd_program/,,,,,,Fall,1-Mar,,"Resume or CV; Statement of Purpose, Letters of recommendation (3),  Writing sample; ",GRE ,"iBT, minimum 100 for general admission, minimum 114 for TA applicants",Review at one time,,,,,,,Minimum 3.0,,,"$19,000","$1,600","$16,000",Funding opportunities available,1890,Public,,"Fargo, ND",Urban
87,Communication,Northwestern University,MS in Communication,M.S. ,Management,Academic,School of Communication,http://www.communication.northwestern.edu/programs/ms_communication/,msc@northwestern.edu,通过对传播理论及应用的学习，致力于提高学生的管理沟通能力。学习现代传播、管理、伦理以及创新科技以解决现代社会的管理难题。课程均在周六，适合在职工作者。,1 Year,,,Fall,Early decision Dec 10; Priority Mar 10,$50,Letters of recommendation (3); Attending an open house or schedule a phone call or video conference; Selected interview,None,"iBT, minimum 100 with 26 on Speaking",Rolling basis,2 weeks of review time,43.00%,65.00%,90,18.00%,,School don't track,N/A,,"$57,700","$1,200","$20,000",No departmental fundings available,1851,Private,"16,670 (2012)","Evanston, IL",Suburban
88,Communication,Northwestern University,Leadership for Creative Enterprises,M.S. ,Management,Professional,School of Communication,http://www.communication.northwestern.edu/programs/ms_leadership_creative_enterprises/,creative@northwestern.edu,提高创意产业从业者管理能力的项目。2014年第一年招生。学生不仅学习在艺术、广告、媒体等行业的营销、管理、金融、项目执行等课程，还有机会通过学校的mentorship program与洛杉矶、纽约及硅谷的行业领袖建立紧密联系。是来自创作背景的文化产业管理者丰富商业知识的有效方式。,1 Year,,,Fall/Winter/Spring,15-Mar,$20,Resume or CV; Statement of Purpose; Letters of recommendation (3); Attending an open house or schedule a phone call or video conference; Selected interview,None,"iBT, minimum 100 with 26 on Speaking",Rolling basis,2 weeks of review time,N/A,N/A,25,N/A,N/A,School don't track,N/A,,"$58,800","$1,200","$20,000",Merit-based grants are available,1851,Private,"16,670 (2012)","Evanston, IL",Suburban
89,Communication,Northwestern University,"Media, Technology and Society",M.A./PhD,Media,Academic,School of Communication,http://www.communication.northwestern.edu/programs/phd_media_technology_society/main.php,commstudies@northwestern.edu,侧重于媒体与科技的跨学科理论项目。Faculty背景包括： Children’s development; Digital media use and effects; Health and well-being; Human-computer interaction; Innovation and change; Media institutions; Networks and organizing; Social media,2 Years,,,Fall,1-Dec,$20,Statement of Purpose; Letters of recommendation (2),GRE,"iBT, minimum 100 with 26 on Speaking",Rolling basis,2 weeks of review time,12.00%,67.00%,Around 6,29-43%,,School don't track,School don't track,,N/A,"$1,200","$20,000",Fully funded for 4 years.,1851,Private,"16,670 (2012)","Evanston, IL",Suburban
90,Communication,Northwestern University,MS in Health Communication,M.S. ,Health Communication,Professional,School of Communication,http://www.communication.northwestern.edu/centers/communication_and_health/programs/ms_health_communication/,"Andrea Chomistek, Assistant Director, andrea.chomistek@northwestern.edu",将传播学的理论及知识应用于健康医疗领域。培养学生设计、生产、分析和评估健康医疗系统的信息发布、媒体、互动等。课程安排在周六，适合医疗卫生领域从业者或传播背景并有意从事健康医疗行业的学生。,1 Year,,,Fall,"Round 1: April 1, 
Round 2: June 9",$25,Resume or CV; Statement of Purpose; Letters of recommendation (3); interview,None,"iBT, minimum 100 with 26 on Speaking",Rolling basis,2 weeks of review time,,,,,,School don't track,N/A,,"$62,940","$1,200","$20,000",No departmental fundings available,,,,,
91,Communication,Northwestern University,Screen Cultures,M.A./PhD,Film,Academic,School of Communication,http://www.communication.northwestern.edu/programs/phd_screen_cultures/,screencultures@northwestern.edu,研习电影、电视及数字化媒体的历史、理论及评论分析。,2 Years,,,Fall,1-Dec,$20,Statement of Purpose; Letters of recommendation (3); Writing sample,GRE,"iBT, minimum 100 with 26 on Speaking",Rolling basis,2 weeks of review time,5.00%,63.00%,Around 5,20-33%,,School don't track,School don't track,,N/A,"$1,200","$20,000",Fully funded for 4 years.,1851,Private,"16,670 (2012)","Evanston, IL",Suburban
92,Communication,Ohio State University,MA in Communication,M.A.,Communication,Academic,School of Communication,http://www.comm.ohio-state.edu/graduate-soc/future-students/ma-program.html,"Sarah Hughes, Student Services Coordinator, hughes.964@osu.edu",Communication的理论研究项目。注重传播学理论的广泛探究及科研方法的学习。侧重于传播的社会及心理过程以及传播和社会的关系。学生也可以选修社会学、心理学等社会科学类的课程来完善自己的学习。毕业生通常进一步深造或从事相关研究工作。,2 Years,,,Fall,1-Dec,$70,Resume or CV; Statement of Interest; Letters of recommendation (3); Other evidence of potential success in graduate school; Selected phone interview for international students,"GRE, minimum 297","iBT, minimum 111 (28 on the speaking session preferred);  or Michigan Test of English Language Proficiency (MELAB); International students seeking financial assistance must also take a local spoken English test after arrival. ",Review at one time,Decisions available by late March,30.0%,,5 to 10,13.00%,,3.6,Refer to minimum requirement,,N/A,N/A,N/A,Fully refunded,1870,Public,"57,466 (2013)","Columbus, OH",Urban
93,Communication,Ohio State University,PhD in Communication,PhD,Communication,Academic,School of Communication,http://www.comm.ohio-state.edu/graduate-soc/future-students/phd-program.html,comm@osu.edu,注重传播学理论的广泛探究及科研方法的学习以分析并应用现有理论来完善自己的研究方向。研究方向包括：Communication Technology；Health Communication and Social Influence；Mass Communication；Political Communication and Public Opinion,3-5 Years,,,Fall,1-Dec,$70,Resume or CV; Statement of Interest; Letters of recommendation (3); Other evidence of potential success in graduate school; Selected phone interview for international students,"GRE, minimum 305","iBT, minimum 111 (28 on the speaking session preferred);  or Michigan Test of English Language Proficiency (MELAB); International students seeking financial assistance must also take a local spoken English test after arrival. ",Review at one time,Decisions available by late March,,,,,,,Refer to minimum requirement,,N/A,N/A,N/A,Fully refunded,1870,Public,"57,466 (2013)","Columbus, OH",Urban
94,Communication,Ohio University ,MS in Journalism,M.S.,Journalism,Academic,E.W. Scripps School of Journalism,http://scrippsjschool.org/courses/sequence_details.php?id=ms,"Prof. Michael S. Sweeney, sweenem3@ohio.edu",偏重于理论学习的新闻类项目。,1 - 1.5 Years,,,Fall,31-Dec,$55,Resume or CV; Statement of Purpose; Letters of recommendation (3),"GRE, minimum 300","iBT, minimum 100, IELTS, minimum 6.5",Review at one time,Decisions available from Feb 10 to Apr1,55.00%,,8 to 12,50.0%,,3.65,Refer to minimum requirement,,"$17,800","$1,200","$15,000",Funding available for up to 10 students.,1804,Public,"27,402 (2012)","Athens, OH",College Town
95,Communication,Ohio University ,PhD in Mass Communication (Journalism Emphasis),PhD,Journalism,Academic,E.W. Scripps School of Journalism & School of Media Arts and Studies,http://mediaschool.ohio.edu/doctoral,,School of Media Arts and Studies与School of Journalsim联合推出大众传播的学术项目。可通过任一学校申请。,3 Years,,,Fall,31-Dec,$55,Resume or CV; Statement of Purpose; Letters of recommendation (3),GRE,"iBT, minimum 100, IELTS, minimum 7.0",Review at one time,Decisions available from Feb 10 to Apr1,24.00%,,5 to 7,14.00%,,School don't track,School don't track,,"$17,800","$1,200","$15,000",Assistantships are available,1804,Public,"27,402 (2012)","Athens, OH",College Town
96,Communication,Ohio University ,Media Arts & Studies,M.A.,Media,Academic,School of Media Arts and Studies,http://mediaschool.ohio.edu/masters,,"关于媒体的学术类项目。侧重学习媒体理论、媒体研究以及电子化媒体的非技术层面研究。Specializations: international media, media management, media policy, media studies, public media, or communication and development.",1 Year,,,Fall,31-Dec,$55,Resume or CV; Statement of Purpose; Letters of recommendation (3),GRE,"iBT, minimum 100, IELTS, minimum 7.0",Review at one time,Decisions available from Feb 10 to Apr1,34.00%,,8 to 13,50.0%,,School don't track,School don't track,,"$17,800","$1,200","$15,000",Assistantships are available,1804,Public,"27,402 (2012)","Athens, OH",College Town
97,Communication,Ohio University ,PhD in Mass Communication (Media Arts & Studies Emphasis),PhD,Media,Academic,School of Media Arts and Studies,http://www.ohio.edu/graduate/programinfo2/promo/OU-Grad-Sheet_final_MedArtsPhD.pdf,,"侧重于媒体研究的传播类的学术项目。研究方向包括：Media and Social Change, Emerging Media, Media Industry Studies",3 Years,,,Fall,31-Dec,$55,Resume or CV; Statement of Purpose; Letters of recommendation (3),GRE,"iBT, minimum 100, IELTS, minimum 7.1",Review at one time,Decisions available from Feb 10 to Apr1,,,,,,,School don't track,,"$17,800","$1,200","$15,000",Assistantships are available,1804,Public,"27,402 (2012)","Athens, OH",College Town
98,Communication,Ohio University ,Communication Studies,PhD,Communication Studies,Academic,School of Communication Studies,http://www.ohiocommstudies.com/graduate/phd/,"Benjamin R. Bates, Associate Director for Graduate Studies, bates@ohio.edu",Communication Studies是传统的传播学科.学生在学习通用的传播学理论及研究方法的基础上，在导师的指导下选定特定的研究方向。研究方向包括：Rhetoric and public culture; Health communication; and Relating and organizing. ,4 Years,,,Fall,1-Jan,$55,Resume or CV; Statement of Purpose; Letters of recommendation (3),GRE,"iBT, minimum 80; IELTS, minimum 6.5. Applicants scoring 61-79 (iBT) or 6.0-6.5 (IELTS) may be admitted contigent on the completion of university English program and  obtain the minimum score for iBT and IELTS",Review at one time,Decisions available from Feb 10 to Apr1,7.00%,80.0%,8,30.0%,,,School don't track,,"$17,800","$1,200","$15,000",Fellowships are available,1804,Public,"27,402 (2012)","Athens, OH",College Town
99,Communication,Ohio University ,Film Studies,M.A.,Film,Academic,"College of Fine Arts-School of Dance, Film and Theater",http://www.ohio.edu/finearts/film/academics/programs/film-studies-ma.cfm,"Paula Morris, morrisop@ohio.edu",电影方向的理论项目。研究电影的历史、理论、美学、艺术管理等方面的特性。适合有意在电影方向继续深造或从事电影评论、艺术管理、作品保存等方面的工作。学生在第一年学习之后会由学校review其工作并确定第二年的学习目标。,1.5-2 Years,,,Fall,7-Feb,$55,Resume or CV; Statement of Purpose; Letters of recommendation (3); Writing sample,None,"iBT, minimum 92; IELTS, minimum 7.0 ",Review at one time,Decisions available from Feb 10 to Apr1,,,5 to 8,30.0%,,School don't track,N/A,,"$17,800","$1,200","$15,000",Fellowships are available,1804,Public,"27,402 (2012)","Athens, OH",College Town
